Year,Site,Habitat,Transect,Taxa,X,Y,Z,Length,Width,Height,Recruitment,Mortality,Fusion,Fission,Observer,Note
2017,LTER2,OR,T4(18),Poc,0.75,32,5,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Poc,0.75,73,15,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Poc,0.75,83,10,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Por,0.75,95,5,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Poc,0.76,12,1,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Poc,0.78,45,0,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Poc,0.8,100,17,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Poc,0.82,0,4,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Poc,0.82,4,3,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Poc,0.84,14,4,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Poc,0.85,18,15,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Por,0.85,27,6,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Acr,0.85,35,10,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Por,0.85,39,10,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Poc,0.85,41,10,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Poc,0.85,65,0,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Poc,0.86,16,9,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Poc,0.86,28,10,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Poc,0.88,100,8,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Por,0.88,57,4,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Acr,0.88,85,9,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Acr,0.89,42,3,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Por,0.9,1,4,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Por,0.9,13,1,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Por,0.9,65,0,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Poc,0.9,97,9,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Por,0.92,67,5,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Poc,0.95,6,7,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Poc,0.96,60,15,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Poc,0.99,46,23,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Por,0.99,57,13,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Por,1,63,12,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Poc,1,9,8,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Acr,1.54,8,4,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Acr,1.85,60,30,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Acr,1.89,41,5,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Por,2.05,100,47,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Acr,2.1,100,10,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Acr,2.29,81,30,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Acr,2.53,50,2,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Acr,2.57,45,5,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Acr,2.8,43,5,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Acr,2.83,83,10,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Acr,3.3,92,11,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Acr,3.45,77,20,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Acr,3.5,100,20,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Acr,4.36,48,7,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Acr,4.7,47,10,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Acr,4.77,57,7,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Acr,4.88,81,7,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18),Acr,5.4,39,5,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Acr,0,99,14,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.01,20,4,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.01,70,3,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.02,30,5,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.02,89,15,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.04,50,5,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.05,30,3,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.05,32,3,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.05,94,16,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.06,31,3,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.07,33,1,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Por,0.09,35,3,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.12,97,6,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.13,94,5,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Por,0.19,17,5,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.21,61,15,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.25,30,5,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.27,23,5,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.3,17,6,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.3,39,2,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Por,0.32,31,5,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.32,34,7,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.33,35,7,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Por,0.33,79,5,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.35,50,13,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.38,78,6,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.4,50,18,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.4,64,16,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.41,22,7,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.42,82,10,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.43,27,8,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.45,47,11,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.47,38,18,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.48,88,10,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.49,46,15,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.5,39,12,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.5,72,12,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.5,86,11,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Por,0.52,24,2,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.52,40,12,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.52,98,2,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Por,0.55,19,3,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Por,0.55,96,10,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.56,41,6,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.56,75,5,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.57,42,5,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.59,67,12,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Por,0.6,42,7,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.62,9,12,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Por,0.63,36,7,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.63,48,8,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.63,52,10,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Por,0.63,56,11,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.65,45,11,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Por,0.65,48,8,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.66,34,8,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Por,0.67,73,5,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Por,0.69,6,9,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.7,2,15,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.7,64,14,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.71,46,11,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.72,75,4,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.75,17,12,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.75,7,11,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.75,81,5,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.77,95,7,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Por,0.79,82,5,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.79,97,7,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.8,5,11,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.8,54,10,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Por,0.8,67,2,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.83,0,14,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Por,0.83,28,7,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.83,3,12,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.84,52,5,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.86,10,9,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.87,7,10,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Acr,0.88,11,10,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Por,0.89,23,7,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.89,85,13,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.9,40,7,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Por,0.9,62,2,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.9,7,10,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.9,75,10,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.95,97,6,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Por,0.97,8,7,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Por,0.98,34,6,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.98,39,7,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.98,44,7,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.98,75,6,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,0.99,48,7,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Poc,1,3,8,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Acr,1.13,71,5,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Acr,1.73,62,21,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Acr,2.05,91,8,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Acr,2.3,88,12,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Acr,2.68,22,6,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Acr,2.69,41,11,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Acr,2.74,14,5,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Acr,3.19,50,2,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Acr,3.24,83,7,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER2,OR,T4(18)Old,Acr,4.5,51,8,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,0.05,1,57,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,0.05,24,30,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,0.1,23,25,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,0.1,90,0.5,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,0.21,57,20,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,0.25,9,15,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,0.3,54,5,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,0.3,80,20,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,0.3,80,45,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,0.39,99,50,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,0.4,100,12,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,0.5,90,50,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,0.6,55,43,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,0.7,34,25,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Por,0.8,1,0,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,0.8,40,0,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,0.8,82,0,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Acr,0.85,23,17,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,0.9,15,10,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,0.9,65,20,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,1,12,0,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,1,40,0,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Acr,1,60,70,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,1.2,14,65,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,1.26,20,34,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,1.27,22,34,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,1.28,72,50,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,13,10,7,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Por,1.3,99,50,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,1.35,35,62,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,1.4,75,15,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,1.44,46,65,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,1.55,90,22,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,1.63,41,81,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,1.7,46,0,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,1.7,7,90,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Por,1.7,75,60,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,1.8,98,33,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,1.83,30,11,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Acr,1.92,22,85,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,2,20,90,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Acr,2,27,87,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,2.5,50,40,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,2.55,70,50,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,2.63,50,50,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,2.63,78,16,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,2.65,75,16,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,2.75,45,22,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,2.85,35,1,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,3.25,28,0,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,3.36,50,14,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,3.4,55,14,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,3.53,34,10,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,3.7,43,0,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,3.91,75,0,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,3.95,25,0,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,3.99,55,30,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,4.09,52,30,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,4.5,70,16,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,4.5,85,85,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,4.6,96,80,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,4.68,43,44,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,4.69,60,24,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Por,4.7,40,50,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,4.7,64,25.8,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,4.75,50,27,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,4.75,54,41,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,4.78,84,40,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,4.88,71,55,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,5.1,61,68,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,5.15,65,120,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,5.2,50,120,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,5.27,63,68,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,5.29,72,69,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,5.3,21,200,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,5.3,3,140,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,5.3,40,120,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,5.4,30,67,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,5.46,96,67,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,5.47,64,74,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,5.48,97,66,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,5.51,95,67,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,5.7,10,1,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,5.82,95,60,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,5.87,50,50,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Acr,5.87,98,34,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,5.88,76,27,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,5.9,70,42,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,6.01,73,14,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,6.16,93,200,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,6.69,20,120,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,6.7,70,200,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,6.79,25,160,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,7,35,0,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,7.02,67,20,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,7.12,60,20,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,7.8,10,60,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Acr,8.95,67,10,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,9.25,73,30,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,9.32,16,34,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,9.35,23,39,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,9.35,88,33,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,9.37,21,46,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,9.37,23,24,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Acr,9.4,24,24,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,9.41,29,30,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,9.5,69,50,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,9.5,70,30,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,9.5,74,61,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,9.54,2,39,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,9.55,70,50,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,9.63,64,63,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,9.68,65,90,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,9.74,72,76,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,9.75,70,79,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,9.84,80,48,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Acr,9.85,53,100,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P1,Poc,9.95,52,100,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P10,Por,0.3,50,10,NA,NA,NA,0,0,0,0,NA,NA
2017,LTER4,BR,P10,Acr,0.55,60,4,NA,NA,NA,0,0,0,0,NA,NA
