coral_number,site,habitat,transect,taxa,x,y,z,L23,W23,H23,Dyn23,L24,W24,H24,Notes_2024
3251,LTER2,OR,T01,Mil,2.38,44,20,15.9,9.6,14.7,Growth,NA,NA,NA,NA
3255,LTER2,OR,T01,Por,2.5,100,0,6.5,3.5,3.7,NA,NA,NA,NA,NA
3256,LTER2,OR,T01,Acr,2.53,46,3,NA,NA,NA,Death,NA,NA,NA,NA
3260,LTER2,OR,T01,Mil,2.8,47,10,17.4,8,15.2,Growth,NA,NA,NA,NA
3272,LTER2,OR,T01,Por,4.88,93,10,20.5,19.3,10.8,Missing Data,NA,NA,NA,NA
3274,LTER2,OR,T02,Acr,0,20,30,13.5,11,6,Growth,NA,NA,NA,NA
3277,LTER2,OR,T02,Poc,0,60,30,17,17.2,10.2,Growth,NA,NA,NA,NA
3282,LTER2,OR,T02,Poc,0.06,16,12,24,24.5,12.5,Growth,NA,NA,NA,NA
3284,LTER2,OR,T02,Poc,0.08,99,15,18,15.6,18.5,Shrinkage,NA,NA,NA,NA
3297,LTER2,OR,T02,Poc,0.29,61,12,16.5,17,14.4,Shrinkage,NA,NA,NA,NA
3298,LTER2,OR,T02,Poc,0.29,75,10,1,1,NA,NA,NA,NA,NA,NA
3313,LTER2,OR,T02,Poc,0.55,35,10,14,16,13.5,Growth,NA,NA,NA,NA
3316,LTER2,OR,T02,Acr,0.72,80,3,28,21.5,23.5,Growth,NA,NA,NA,NA
3330,LTER2,OR,T02,Poc,0.95,75,12,16,14,14,Growth,NA,NA,NA,NA
3350,LTER2,OR,T02,Poc,2.29,77,10,1,1,1,Recruitment,NA,NA,NA,NA
3360,LTER2,OR,T02,Poc,3.75,75,10,2.1,1.5,1,Recruitment,NA,NA,NA,NA
3370,LTER2,OR,T02,Acr,5,60,30,3.2,3,1,Recruitment,NA,NA,NA,NA
3380,LTER2,OR,T03,Poc,0.04,17,1,2,2,NA,NA,NA,NA,NA,NA
3392,LTER2,OR,T03,Poc,0.2,17,9,18.2,13.3,11.3,Shrinkage,NA,NA,NA,NA
3398,LTER2,OR,T03,Poc,0.18,44,7,3.5,2.4,2.1,Recruitment,NA,NA,NA,NA
3404,LTER2,OR,T03,Poc,0.23,73,13,16.8,12.8,12,Missing Data,NA,NA,NA,NA
3410,LTER2,OR,T03,Poc,0.3,88,17,13.4,9,8.5,Missing Data,NA,NA,NA,NA
3434,LTER2,OR,T03,Poc,0.53,5,13,23.8,16,9.7,Missing Data,NA,NA,NA,NA
3437,LTER2,OR,T03,Poc,0.56,28,10,17.6,13.1,12.1,Growth,NA,NA,NA,NA
3481,LTER2,OR,T03,Acr,1.8,12,0,16.1,6.8,4.6,Shrinkage,NA,NA,NA,NA
3482,LTER2,OR,T03,Acr,1.96,45,18,2.2,1.7,1.7,Recruitment,NA,NA,NA,NA
3497,LTER2,OR,T03,Acr,3.57,61,24,3.9,2.2,4,Recruitment,NA,NA,NA,NA
3508,LTER2,OR,T04,Poc,0.03,99,19,33.5,24.4,23.5,Growth,NA,NA,NA,NA
3560,LTER2,OR,T04,Poc,0.7,20,10,1,1,1,Recruitment,NA,NA,NA,NA
3578,LTER2,OR,T04,Poc,0.8,100,17,42,38,31.5,NA,NA,NA,NA,NA
3595,LTER2,OR,T04,Poc,0.9,97,9,22.5,15.5,19.7,NA,NA,NA,NA,NA
3603,LTER2,OR,T04,Por,1.13,90,5,19.5,14.4,12,Growth,NA,NA,NA,NA
3610,LTER2,OR,T04,Poc,2.22,30,10,1.5,1.5,1,Recruitment,NA,NA,NA,NA
3612,LTER2,OR,T04,Poc,2.42,42,10,2,1.5,1,Recruitment,NA,NA,NA,NA
3615,LTER2,OR,T04,Poc,2.6,50,0,2,2,2,Recruitment,NA,NA,NA,NA
3616,LTER2,OR,T04,Poc,2.64,74,10,1,1,1,Recruitment,NA,NA,NA,NA
3619,LTER2,OR,T04,Por,3.25,3,0,9,9,10,Missing Data,NA,NA,NA,NA
3625,LTER2,OR,T04,Poc,4,50,10,2,1,1,Recruitment,NA,NA,NA,NA
3631,LTER2,OR,T04,Por,4.75,45,20,8.9,5.9,7.2,Growth,NA,NA,NA,NA
3743,LTER4,BR,P01,Acr,0.1,1,25,13.5,7.4,9.3,Growth,NA,NA,NA,NA
3746,LTER4,BR,P01,Poc,0.15,5,60,0.8,1.1,1.1,Recruitment,NA,NA,NA,NA
3753,LTER4,BR,P01,Poc,0.4,98,55,7.8,4.5,3.9,Missing Data,NA,NA,NA,NA
3754,LTER4,BR,P01,Poc,0.4,100,12,12,9,8,Growth,NA,NA,NA,NA
3756,LTER4,BR,P01,Poc,0.5,60,10,2.7,2.3,3.6,Recruitment,NA,NA,NA,NA
3757,LTER4,BR,P01,Por,0.6,8,5,18.6,20.5,16.1,Growth,NA,NA,NA,NA
3762,LTER4,BR,P01,Poc,0.8,40,0,23,12.9,13.9,Growth,NA,NA,NA,NA
3770,LTER4,BR,P01,Acr,1.15,15,43,4,0.6,3.5,Recruitment,NA,NA,NA,NA
3771,LTER4,BR,P01,Acr,1.2,10,25,8.5,7.1,1.6,Missing Data,NA,NA,NA,NA
3772,LTER4,BR,P01,Acr,1.2,13,35,7.8,1,8.199999999999998,Missing Data,NA,NA,NA,NA
3774,LTER4,BR,P01,Poc,1.2,100,5,5.8,5,5.1,Recruitment,NA,NA,NA,NA
3777,LTER4,BR,P01,Acr,1.27,27,45,6.3,4,3.6,Growth,NA,NA,NA,NA
3780,LTER4,BR,P01,Acr,1.3,28,50,3.2,2.2,1.3,Recruitment,NA,NA,NA,NA
3781,LTER4,BR,P01,Acr,1.3,30,110,16.9,22,16,Growth,NA,NA,NA,NA
3791,LTER4,BR,P01,Poc,1.5,60,90,1.6,1,1.7,Recruitment,NA,NA,NA,NA
3792,LTER4,BR,P01,Acr,1.55,10,60,4.7,4.4,4.9,Recruitment,NA,NA,NA,NA
3793,LTER4,BR,P01,Poc,1.55,14,60,3.3,2.7,2.4,Recruitment,NA,NA,NA,NA
3798,LTER4,BR,P01,Por,1.7,75,60,9.7,2.9,5.6,Shrinkage,NA,NA,NA,NA
3799,LTER4,BR,P01,Mil,1.78,67,105,12.1,10.8,9.1,Growth,NA,NA,NA,NA
3802,LTER4,BR,P01,Acr,1.83,30,11,16.8,13,8.199999999999998,Shrinkage,NA,NA,NA,NA
3806,LTER4,BR,P01,Poc,2.15,70,75,1.3,1.2,1.5,Recruitment,NA,NA,NA,NA
3811,LTER4,BR,P01,Poc,2.63,78,16,21.4,17.6,21.3,Shrinkage,NA,NA,NA,NA
3816,LTER4,BR,P01,Acr,3.05,30,1,2.8,1.8,1.2,Recruitment,NA,NA,NA,NA
3817,LTER4,BR,P01,Poc,3.05,40,5,3.5,1.6,3.8,Recruitment,NA,NA,NA,NA
3818,LTER4,BR,P01,Poc,3.25,28,0,38.7,38.3,21.4,Growth,NA,NA,NA,NA
3822,LTER4,BR,P01,Poc,3.6,5,20,12.9,10,10.7,Missing Data,NA,NA,NA,NA
3826,LTER4,BR,P01,Acr,3.98,41,5,5.2,2.3,4,Recruitment,NA,NA,NA,NA
3828,LTER4,BR,P01,Poc,4,37,2,3.7,3,2.6,Recruitment,NA,NA,NA,NA
3829,LTER4,BR,P01,Poc,4,80,6,2,1.4,1.5,Recruitment,NA,NA,NA,NA
3832,LTER4,BR,P01,Por,4.5,85,85,26.7,12.5,28,Shrinkage,NA,NA,NA,NA
3833,LTER4,BR,P01,Poc,4.68,43,44,56.7,46.1,41.5,Shrinkage,NA,NA,NA,NA
3836,LTER4,BR,P01,Poc,4.7,64,70,31.5,25,25,Growth,NA,NA,NA,NA
3853,LTER4,BR,P01,Poc,5.48,97,66,48,25,21.3,NA,NA,NA,NA,NA
3854,LTER4,BR,P01,Por,5.5,20,70,124,63,78.5,Growth,NA,NA,NA,NA
3858,LTER4,BR,P01,Acr,5.8,45,50,3.6,4,4.1,Recruitment,NA,NA,NA,NA
3866,LTER4,BR,P01,Por,6,0,40,77.5,71,60,NA,NA,NA,NA,NA
3868,LTER4,BR,P01,Poc,6.16,50,20,16.5,15,16.1,Growth,NA,NA,NA,NA
3870,LTER4,BR,P01,Poc,6.6,60,20,22.8,15.5,13,Shrinkage,NA,NA,NA,NA
3881,LTER4,BR,P01,Por,9.2,90,10,21.1,13.7,22.5,Growth,NA,NA,NA,NA
3882,LTER4,BR,P01,Poc,9.25,73,30,8,5.2,5.6,Shrinkage,NA,NA,NA,NA
3890,LTER4,BR,P01,Acr,9.4,24,24,9,6.3,6.8,NA,NA,NA,NA,NA
3894,LTER4,BR,P01,Poc,9.5,74,61,23.5,11.5,13.8,NA,NA,NA,NA,NA
3899,LTER4,BR,P01,Por,9.73,75,30,25.7,11.2,8.6,"Growth, Edge",NA,NA,NA,NA
3904,LTER4,BR,P01,Acr,9.9,10,30,3.2,3.1,4.3,Growth,NA,NA,NA,NA
3905,LTER4,BR,P01,Acr,9.9,75,50,4.3,4.3,3.5,Growth,NA,NA,NA,NA
3907,LTER4,BR,P10,Por,0.3,50,10,32,23,37,Shrinkage,NA,NA,NA,NA
3913,LTER4,BR,P10,Por,1.25,38,40,NA,NA,NA,NA,NA,NA,NA,NA
3914,LTER4,BR,P10,Por,2.15,52,5,NA,NA,NA,NA,NA,NA,NA,NA
3915,LTER4,BR,P10,Por,3.3,90,0,NA,NA,NA,Death,NA,NA,NA,NA
3916,LTER4,BR,P10,Acr,4.1,55,20,2,2,1,Recruitment,NA,NA,NA,NA
3918,LTER4,BR,P10,Acr,4.13,70,20,1,1,1,Recruitment,NA,NA,NA,NA
3919,LTER4,BR,P10,Por,4.3,42,20,45,36,33,Shrinkage,NA,NA,NA,NA
3920,LTER4,BR,P10,Por,4.8,25,0,43,34.5,33,Shrinkage,NA,NA,NA,NA
3921,LTER4,BR,P10,Poc,5.25,25,70,1,1,2,Recruitment,NA,NA,NA,NA
3922,LTER4,BR,P10,Poc,5.3,25,20,2,2,2,Recruitment,NA,NA,NA,NA
3923,LTER4,BR,P10,Poc,7.15,20,20,1,1,1,Recruitment,NA,NA,NA,NA
3924,LTER4,BR,P10,Acr,7.15,29,20,NA,NA,NA,Death,NA,NA,NA,NA
3925,LTER4,BR,P10,Poc,7.15,45,20,1,1,1,Recruitment,NA,NA,NA,NA
3926,LTER4,BR,P10,Poc,7.15,50,20,2,1,1,Recruitment,NA,NA,NA,NA
3927,LTER4,BR,P10,Por,7.3,50,0,NA,NA,NA,Death,NA,NA,NA,NA
3930,LTER4,BR,P10,Por,7.8,78,0,NA,NA,NA,NA,NA,NA,NA,NA
3931,LTER4,BR,P10,Acr,7.9,75,20,2,1,1,Recruitment,NA,NA,NA,NA
3942,LTER4,BR,P02,Poc,0.65,7,0,12.5,9.8,8.3,Growth,NA,NA,NA,NA
3943,LTER4,BR,P02,Acr,0.65,17,75,3.1,4.8,5.6,Growth,NA,NA,NA,NA
3949,LTER4,BR,P02,Acr,0.72,30,50,3.5,1.7,2,Growth,NA,NA,NA,NA
3957,LTER4,BR,P02,Poc,1,40,50,24,22,15.9,Shrinkage,NA,NA,NA,NA
3963,LTER4,BR,P02,Poc,1.4,5,40,6,4.6,5.6,Growth,NA,NA,NA,NA
3971,LTER4,BR,P02,Por,2,12,50,64,17.2,26.8,Shrinkage,NA,NA,NA,NA
3977,LTER4,BR,P02,Poc,2.3,26,45,5,2.5,3.5,Recruitment,NA,NA,NA,NA
3979,LTER4,BR,P02,Poc,2.55,50,40,23.8,14.8,15.2,Missing Data,NA,NA,NA,NA
3981,LTER4,BR,P02,Acr,3.2,73,8,4.5,2.9,3.3,Recruitment,NA,NA,NA,NA
3993,LTER4,BR,P02,Acr,4.55,85,60,4.5,2.3,2.5,Recruitment,NA,NA,NA,NA
3994,LTER4,BR,P02,Acr,4.55,90,60,6,5,5,Missing Data,NA,NA,NA,NA
4000,LTER4,BR,P02,Poc,4.95,78,65,13.3,9.5,14.4,Growth,NA,NA,NA,NA
4002,LTER4,BR,P02,Poc,5.03,28,65,38,21,22.7,Growth,NA,NA,NA,NA
4003,LTER4,BR,P02,Poc,5.05,90,50,2.4,1.4,3.1,Recruitment,NA,NA,NA,NA
4005,LTER4,BR,P02,Acr,5.1,70,60,3.9,2.7,3,Recruitment,NA,NA,NA,NA
4008,LTER4,BR,P02,Poc,5.2,50,60,24.3,22,20.5,Shrinkage,NA,NA,NA,NA
4009,LTER4,BR,P02,Poc,5.2,95,40,23,16,17.6,Growth,NA,NA,NA,NA
4011,LTER4,BR,P02,Poc,5.27,27,80,14.7,13.7,13.7,Growth,NA,NA,NA,NA
4014,LTER4,BR,P02,Acr,5.4,2.4,80,19.3,12.5,13.5,Growth,NA,NA,NA,NA
4015,LTER4,BR,P02,Acr,5.4,18,10,26.5,17.1,14,Shrinkage,NA,NA,NA,NA
4025,LTER4,BR,P02,Por,5.9,10,40,51.4,45,29,Missing Data,NA,NA,NA,NA
4030,LTER4,BR,P02,Poc,6.85,23,45,20.7,18,10,Shrinkage,NA,NA,NA,NA
4031,LTER4,BR,P02,Acr,6.95,50,5,4.8,2.3,4.2,Recruitment,NA,NA,NA,NA
4035,LTER4,BR,P02,Acr,7.2,20,40,1.3,1.5,1.2,Recruitment,NA,NA,NA,NA
4047,LTER4,BR,P03,Poc,0.6,50,5,3,2.5,2.6,Recruitment,NA,NA,NA,NA
4053,LTER4,BR,P03,Por,1.9,70,20,60,49,25,Missing Data,NA,NA,NA,NA
4057,LTER4,BR,P03,Poc,2.5,35,1,2.2,2,1.4,Recruitment,NA,NA,NA,NA
4064,LTER4,BR,P03,Acr,3.05,55,25,5.3,4,4.8,Recruitment,NA,NA,NA,NA
4068,LTER4,BR,P03,Por,3.1,75,30,33.5,23.6,33.5,Growth,NA,NA,NA,NA
4073,LTER4,BR,P03,Acr,3.6,70,5,3.3,2,1.3,Recruitment,NA,NA,NA,NA
4076,LTER4,BR,P03,Poc,3.75,65,30,15.7,16,19.5,Growth,NA,NA,NA,NA
4080,LTER4,BR,P03,Poc,3.8,80,16,27.4,29,17.2,Growth,NA,NA,NA,NA
4081,LTER4,BR,P03,Poc,3.85,55,10,9.2,5.3,7,Missing Data,NA,NA,NA,NA
4083,LTER4,BR,P03,Acr,3.9,60,20,NA,NA,NA,Death,NA,NA,NA,NA
4100,LTER4,BR,P03,Poc,4.69,45,10,15.6,11,14.6,Growth,NA,NA,NA,NA
4101,LTER4,BR,P03,Poc,4.7,25,70,15,12,12.3,Growth,NA,NA,NA,NA
4104,LTER4,BR,P03,Poc,4.75,16,75,18.7,14.2,14.1,Growth,NA,NA,NA,NA
4105,LTER4,BR,P03,Poc,4.75,30,80,28.2,21.7,13.2,Shrinkage,NA,NA,NA,NA
4106,LTER4,BR,P03,Acr,4.8,40,10,8.8,5.9,5.7,Growth,NA,NA,NA,NA
4108,LTER4,BR,P03,Poc,4.95,55,60,26.7,18,19.8,Shrinkage,NA,NA,NA,NA
4115,LTER4,BR,P03,Por,6,70,45,81.5,59,59,Shrinkage,NA,NA,NA,NA
4116,LTER4,BR,P03,Acr,6.4,50,30,5.1,3,3.3,Shrinkage,NA,NA,NA,NA
4119,LTER4,BR,P03,Acr,7,10,55,4.5,2.2,3.6,Recruitment,NA,NA,NA,NA
4121,LTER4,BR,P03,Acr,7.15,60,45,4.9,4.3,3.6,Recruitment,NA,NA,NA,NA
4122,LTER4,BR,P03,Acr,7.35,70,45,4.7,3.7,1.7,Recruitment,NA,NA,NA,NA
4125,LTER4,BR,P04,Por,0.1,100,40,64,28,23,NA,NA,NA,NA,NA
4126,LTER4,BR,P04,Por,0.2,50,50,42,19,60,NA,NA,NA,NA,NA
4127,LTER4,BR,P04,Acr,0.3,25,20,2,3,3,Recruitment,NA,NA,NA,NA
4128,LTER4,BR,P04,Acr,0.35,80,20,4,4,3,Recruitment,NA,NA,NA,NA
4132,LTER4,BR,P04,Por,2.1,50,0,36,23,23,NA,NA,NA,NA,NA
4134,LTER4,BR,P04,Por,3.3,10,20,35,24,41,NA,NA,NA,NA,NA
4136,LTER4,BR,P04,Por,6,50,10,59,45,44,NA,NA,NA,NA,NA
4137,LTER4,BR,P04,Acr,6.1,1,40,12,9,9,NA,NA,NA,NA,NA
4139,LTER4,BR,P04,Por,9.9,100,0,33,20,11,NA,NA,NA,NA,NA
4141,LTER4,BR,P04,Acr,10,90,1.5,22,12,12,NA,NA,NA,NA,NA
4143,LTER4,BR,P05,Acr,0.9,60,0,1,1,1,Recruitment,NA,NA,NA,NA
4144,LTER4,BR,P05,Por,1.5,28,0,147,25,71.5,NA,NA,NA,NA,NA
4145,LTER4,BR,P05,Poc,1.5,50,0,1,1,1,Recruitment,NA,NA,NA,NA
4146,LTER4,BR,P05,Poc,1.5,51,0,1,1,1,Recruitment,NA,NA,NA,NA
4147,LTER4,BR,P05,Poc,1.5,52,0,1,1,1,Recruitment,NA,NA,NA,NA
4148,LTER4,BR,P05,Poc,1.5,53,0,1,1,1,Recruitment,NA,NA,NA,NA
4149,LTER4,BR,P05,Poc,1.5,54,0,1,1,1,Recruitment,NA,NA,NA,NA
4150,LTER4,BR,P05,Poc,1.5,55,0,1,1,1,Recruitment,NA,NA,NA,NA
4151,LTER4,BR,P05,Poc,1.5,56,0,1,1,1,Recruitment,NA,NA,NA,NA
4152,LTER4,BR,P05,Acr,1.5,57,0,2,3,2,Recruitment,NA,NA,NA,NA
4153,LTER4,BR,P05,Poc,2.8,20,20,1,2,2,Recruitment,NA,NA,NA,NA
4154,LTER4,BR,P05,Acr,2.85,40,30,3,3,2,Recruitment,NA,NA,NA,NA
4155,LTER4,BR,P05,Acr,2.9,45,30,2,2,1,Recruitment,NA,NA,NA,NA
4156,LTER4,BR,P05,Acr,3.7,50,0,3,4,2,Recruitment,NA,NA,NA,NA
4161,LTER4,BR,P05,Acr,4.3,58,66,19,19,9.9,NA,NA,NA,NA,NA
4167,LTER4,BR,P05,Acr,4.35,60,0,1,2,1,Recruitment,NA,NA,NA,NA
4168,LTER4,BR,P05,Acr,4.39,57,65,21,20,10,NA,NA,NA,NA,NA
4169,LTER4,BR,P05,Acr,4.4,80,0,3,2,1,Recruitment,NA,NA,NA,NA
4175,LTER4,BR,P05,Por,4.7,25,1.5,NA,NA,NA,NA,NA,NA,NA,NA
4176,LTER4,BR,P05,Por,4.9,50,30,NA,NA,NA,NA,NA,NA,NA,NA
4179,LTER4,BR,P05,Acr,5.5,50,0,3,3,1,Recruitment,NA,NA,NA,NA
4184,LTER4,BR,P06,Poc,0,50,0,1,1,1,Recruitment,NA,NA,NA,NA
4185,LTER4,BR,P06,Acr,0.15,45,20,1,1,1,Recruitment,NA,NA,NA,NA
4186,LTER4,BR,P06,Por,0.25,50,0,1,2,0.5,Recruitment,NA,NA,NA,NA
4187,LTER4,BR,P06,Acr,0.4,70,0,2,2,5,Recruitment,NA,NA,NA,NA
4188,LTER4,BR,P06,Por,0.42,80,0,1,1,0.5,Recruitment,NA,NA,NA,NA
4189,LTER4,BR,P06,Por,0.7,0,0,1,1,1,Recruitment,NA,NA,NA,NA
4190,LTER4,BR,P06,Por,1.15,70,0,0.5,0.5,0.5,Recruitment,NA,NA,NA,NA
4191,LTER4,BR,P06,Por,1.15,71,0,0.5,0.5,0.5,Recruitment,NA,NA,NA,NA
4192,LTER4,BR,P06,Por,1.15,72,0,0.5,0.5,0.5,Recruitment,NA,NA,NA,NA
4193,LTER4,BR,P06,Por,1.15,73,0,0.5,0.5,0.5,Recruitment,NA,NA,NA,NA
4194,LTER4,BR,P06,Por,1.15,74,0,0.5,0.5,0.5,Recruitment,NA,NA,NA,NA
4195,LTER4,BR,P06,Por,1.15,75,0,0.5,0.5,0.5,Recruitment,NA,NA,NA,NA
4196,LTER4,BR,P06,Por,1.16,70,0,0.5,0.5,0.5,Recruitment,NA,NA,NA,NA
4197,LTER4,BR,P06,Por,1.16,71,0,0.5,0.5,0.5,Recruitment,NA,NA,NA,NA
4198,LTER4,BR,P06,Por,1.16,72,0,0.5,0.5,0.5,Recruitment,NA,NA,NA,NA
4199,LTER4,BR,P06,Por,1.16,73,0,0.5,0.5,0.5,Recruitment,NA,NA,NA,NA
4200,LTER4,BR,P06,Por,1.16,74,0,0.5,0.5,0.5,Recruitment,NA,NA,NA,NA
4201,LTER4,BR,P06,Por,1.16,75,0,0.5,0.5,0.5,Recruitment,NA,NA,NA,NA
4202,LTER4,BR,P06,Por,1.17,70,0,0.5,0.5,0.5,Recruitment,NA,NA,NA,NA
4203,LTER4,BR,P06,Por,1.17,71,0,0.5,0.5,0.5,Recruitment,NA,NA,NA,NA
4204,LTER4,BR,P06,Por,1.17,72,0,0.5,0.5,0.5,Recruitment,NA,NA,NA,NA
4205,LTER4,BR,P06,Por,1.17,73,0,0.5,0.5,0.5,Recruitment,NA,NA,NA,NA
4206,LTER4,BR,P06,Por,1.17,74,0,0.5,0.5,0.5,Recruitment,NA,NA,NA,NA
4209,LTER4,BR,P06,Acr,1.9,99,0,2,2,1,Recruitment,NA,NA,NA,NA
4210,LTER4,BR,P06,Por,2.2,70,0,0.5,0.5,0.5,Recruitment,NA,NA,NA,NA
4211,LTER4,BR,P06,Por,2.2,71,0,0.5,0.5,0.5,Recruitment,NA,NA,NA,NA
4212,LTER4,BR,P06,Por,2.2,72,0,0.5,0.5,0.5,Recruitment,NA,NA,NA,NA
4213,LTER4,BR,P06,Por,2.2,73,0,0.5,0.5,0.5,Recruitment,NA,NA,NA,NA
4214,LTER4,BR,P06,Por,2.2,74,0,0.5,0.5,0.5,Recruitment,NA,NA,NA,NA
4215,LTER4,BR,P06,Por,2.2,75,0,0.5,0.5,0.5,Recruitment,NA,NA,NA,NA
4216,LTER4,BR,P06,Por,2.2,76,0,0.5,0.5,0.5,Recruitment,NA,NA,NA,NA
4217,LTER4,BR,P06,Por,2.2,77,0,0.5,0.5,0.5,Recruitment,NA,NA,NA,NA
4218,LTER4,BR,P06,Por,2.2,78,0,0.5,0.5,0.5,Recruitment,NA,NA,NA,NA
4219,LTER4,BR,P06,Por,2.2,79,0,0.5,0.5,0.5,Recruitment,NA,NA,NA,NA
4220,LTER4,BR,P06,Por,2.2,80,0,0.5,0.5,0.5,Recruitment,NA,NA,NA,NA
4221,LTER4,BR,P06,Por,2.2,81,0,0.5,0.5,0.5,Recruitment,NA,NA,NA,NA
4225,LTER4,BR,P06,Acr,2.8,30,30,4,3.5,3,Shrinkage,NA,NA,NA,NA
4227,LTER4,BR,P06,Mil,2.95,40,40,44,29,27,NA,NA,NA,NA,NA
4228,LTER4,BR,P06,Acr,3.4,40,50,1,1,1,Recruitment,NA,NA,NA,NA
4229,LTER4,BR,P06,Acr,3.4,50,50,2,2,2,Recruitment,NA,NA,NA,NA
4230,LTER4,BR,P06,Acr,3.49,50,50,3,4,1,Recruitment,NA,NA,NA,NA
4231,LTER4,BR,P06,Acr,3.5,40,50,2,2,2,Recruitment,NA,NA,NA,NA
4233,LTER4,BR,P06,Poc,4.1,40,50,3,2,3,Recruitment,NA,NA,NA,NA
4234,LTER4,BR,P06,Acr,4.2,50,20,2,2,2,Recruitment,NA,NA,NA,NA
4251,LTER4,BR,P06,Acr,5.95,80,30,6,6,6,Growth,NA,NA,NA,NA
4252,LTER4,BR,P06,Acr,6.2,60,40,17,9,8,NA,NA,NA,NA,NA
4274,LTER4,BR,P06,Poc,0.05,18,0,2,1,1,Recruitment,NA,NA,NA,NA
4275,LTER4,BR,P06,Poc,0.4,77,0,2,1,1,Recruitment,NA,NA,NA,NA
4276,LTER4,BR,P06,Acr,0.5,75,0,5,3,1,Recruitment,NA,NA,NA,NA
4277,LTER4,BR,P06,Acr,0.55,70,0,3,2,1,Recruitment,NA,NA,NA,NA
4278,LTER4,BR,P06,Acr,0.65,50,0,2,2,2,Recruitment,NA,NA,NA,NA
4279,LTER4,BR,P06,Acr,0.85,14,0,2,2,2,Recruitment,NA,NA,NA,NA
4280,LTER4,BR,P06,Poc,0.85,95,0,3,2,1,Recruitment,NA,NA,NA,NA
4281,LTER4,BR,P06,Por,1.6,77,0,2,1,0.5,Recruitment,NA,NA,NA,NA
4284,LTER4,BR,P07,Acr,2,20,0,1,1,1,Recruitment,NA,NA,NA,NA
4285,LTER4,BR,P07,Por,2,100,0,1,1,1,Recruitment,NA,NA,NA,NA
4286,LTER4,BR,P07,Acr,2.25,200,0,15,12,8,NA,NA,NA,NA,NA
4288,LTER4,BR,P07,Acr,3.7,0,30,3,3,2,Recruitment,NA,NA,NA,NA
4289,LTER4,BR,P07,Poc,3.7,1,20,1,1,1,Recruitment,NA,NA,NA,NA
4290,LTER4,BR,P07,Acr,3.7,77,50,15,12,8,NA,NA,NA,NA,NA
4291,LTER4,BR,P07,Por,3.9,26,40,246,28,56,NA,NA,NA,NA,NA
4292,LTER4,BR,P07,Acr,4.1,60,60,3,2,1,Recruitment,NA,NA,NA,NA
4293,LTER4,BR,P07,Poc,4.2,70,30,2,2,2,Recruitment,NA,NA,NA,NA
4294,LTER4,BR,P07,Poc,4.2,70,20,1,1,1,Recruitment,NA,NA,NA,NA
4296,LTER4,BR,P07,Por,4.45,100,0,86,28,56,NA,NA,NA,NA,NA
4297,LTER4,BR,P07,Acr,4.65,10,20,1,1,1,Recruitment,NA,NA,NA,NA
4299,LTER4,BR,P07,Por,5,90,0,NA,NA,NA,NA,NA,NA,NA,NA
4301,LTER4,BR,P07,Por,6.7,80,80,NA,NA,NA,NA,NA,NA,NA,NA
4302,LTER4,BR,P07,Acr,7.1,40,0,2,2,3,Recruitment,NA,NA,NA,NA
4304,LTER4,BR,P07,Acr,7.2,20,40,3,3,3,Recruitment,NA,NA,NA,NA
4305,LTER4,BR,P07,Acr,7.2,40,50,3,3,3,Recruitment,NA,NA,NA,NA
4307,LTER4,BR,P07,Por,9,70,10,110,125,97,NA,NA,NA,NA,NA
4308,LTER4,BR,P07,Por,9.55,85,80,190,73,81,NA,NA,NA,NA,NA
4310,LTER4,BR,P08,Por,0.6,60,0,1,1,1,Recruitment,NA,NA,NA,NA
4313,LTER4,BR,P08,Por,3.4,25,0,170,180,102,NA,NA,NA,NA,NA
4314,LTER4,BR,P08,Poc,3.75,50,50,2,2,1,Recruitment,NA,NA,NA,NA
4315,LTER4,BR,P08,Poc,3.8,30,0,1,1,1,Recruitment,NA,NA,NA,NA
4316,LTER4,BR,P08,Por,4.1,40,0,59,40,64,NA,NA,NA,NA,NA
4318,LTER4,BR,P08,Acr,4.3,70,40,1,2,1,Recruitment,NA,NA,NA,NA
4319,LTER4,BR,P08,Acr,4.4,60,20,4,4,4,Recruitment,NA,NA,NA,NA
4321,LTER4,BR,P08,Acr,5.1,60,40,3,3,3,Recruitment,NA,NA,NA,NA
4322,LTER4,BR,P08,Acr,5.25,70,0,4,4,4,Recruitment,NA,NA,NA,NA
4323,LTER4,BR,P08,Acr,5.35,50,60,3,3,2,Recruitment,NA,NA,NA,NA
4324,LTER4,BR,P08,Poc,5.65,30,50,3,2,1,Recruitment,NA,NA,NA,NA
4325,LTER4,BR,P08,Acr,5.9,40,50,6,7,2,Missing Data,NA,NA,NA,NA
4331,LTER4,BR,P08,Por,9.8,50,15,110,56,66,NA,NA,NA,NA,NA
4334,LTER4,BR,P09,Poc,1.1,52,0,2,2,3,Recruitment,NA,NA,NA,NA
4336,LTER4,BR,P09,Por,1.65,25,10,35,20,22,NA,NA,NA,NA,NA
4337,LTER4,BR,P09,Por,2.35,24,25,32,16.5,11,NA,NA,NA,NA,NA
4338,LTER4,BR,P09,Acr,3.74,70,37,23,14,18,NA,NA,NA,NA,NA
4339,LTER4,BR,P09,Acr,4,50,37,43,25,24,Growth,NA,NA,NA,NA
4340,LTER4,BR,P09,Por,4.2,89,0,41.5,38,38,NA,NA,NA,NA,NA
