site,habitat,transect,taxa,x,y,z,year,length,width,height,observer,note,note_extra
LTER2,BR,T01,Por,4.75,92,135,2024,8.4,6.7,8.6,TBD,"NA, Growth",NA
LTER2,BR,T01,Por,4.85,31,117,2024,5.2,3.7,5.7,TBD,"NA, Fi1",NA
LTER2,BR,T01,Por,4.9,39,8,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER2,BR,T01,Por,4.9,58,125,2024,16.8,11.9,15.9,TBD,"NA, Growth",NA
LTER2,BR,T01,Por,4.97,34,19,2024,5.4,4.7,7.3,TBD,"NA, Growth",NA
LTER2,BR,T01,Por,4.9,31,114,2024,2.8,3.1,4.7,TBD,"NA, Fi1",NA
LTER2,BR,T01,Poc,4.48,81,130,2024,3,2.3,3,TBD,"NA, Recruitment",NA
LTER2,BR,T01,Poc,4.8,50,110,2024,4,4.1,3.4,TBD,"NA, Recruitment",NA
LTER2,BR,T01,Poc,4.98,88,125,2024,25.3,13.8,15.8,TBD,"NA, Missing data",NA
LTER2,BR,T02,Por,0.05,90,87,2024,9.2,6.5,9.2,TBD,"NA, Growth",NA
LTER2,BR,T02,Poc,0.1,60,15,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,BR,T02,Por,0.18,40,48,2024,NA,NA,NA,TBD,"NA, Fus1",NA
LTER2,BR,T02,Por,0.21,57,30,2024,27.8,15.9,60.5,TBD,"NA, Fus1",NA
LTER2,BR,T02,Por,0.21,66,87,2024,27.2,15.2,30.5,TBD,"NA, Fus2",NA
LTER2,BR,T02,Por,0.22,99,28,2024,6.3,3,5.5,TBD,"NA, Growth",NA
LTER2,BR,T02,Por,0.22,99,112,2024,23,11.1,27.9,TBD,"NA, Growth",NA
LTER2,BR,T02,Por,0.23,54,61,2024,NA,NA,NA,TBD,"NA, Fus2",NA
LTER2,BR,T02,Por,0.25,92,60,2024,7.5,3.6,5.9,TBD,"NA, Growth",NA
LTER2,BR,T02,Acr,0.25,100,120,2024,5.7,5.2,4.7,TBD,"NA, Growth",NA
LTER2,BR,T02,Por,0.32,70,47,2024,10.5,9,15.6,TBD,"NA, Growth",NA
LTER2,BR,T02,Por,0.55,100,55,2024,93.2,77,35.4,TBD,"NA, Growth",NA
LTER2,BR,T02,Por,1.1,45,15,2024,5.7,3.3,5.7,TBD,"NA, Growth",NA
LTER2,BR,T02,Por,1.96,15,60,2024,33.5,17.1,36,TBD,"NA, Fis1",NA
LTER2,BR,T02,Por,2.15,31,40,2024,7.9,8,7.8,TBD,"NA, Growth",NA
LTER2,BR,T02,Poc,2.4,17,70,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,BR,T02,Por,2.99,65,49,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,BR,T02,Por,3.8,40,58,2024,11,12.3,24.2,TBD,"NA, Growth",NA
LTER2,BR,T02,Por,4,55,85,2024,19.7,15.7,19,TBD,"NA, Growth",NA
LTER2,BR,T02,Por,4.02,77,40,2024,18.2,9,16.9,TBD,"NA, Fis2",NA
LTER2,BR,T02,Acr,4.1,0,110,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,BR,T02,Poc,4.35,50,110,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,BR,T02,Por,4.55,0,50,2024,30,21.8,31,TBD,"NA, Growth",NA
LTER2,BR,T02,Poc,4.78,75,63,2024,15.3,10.5,10.6,TBD,"NA, Growth",NA
LTER2,BR,T02,Poc,2.25,18,60,2024,8.4,4.9,10,TBD,"NA, Fis1",NA
LTER2,BR,T02,Por,3.95,60,50,2024,25.8,14.3,30,TBD,"NA, Fis2",NA
LTER2,BR,T02,Poc,4.1,38,50,2024,3.9,3.5,3.5,TBD,"NA, Recruitment",NA
LTER2,BR,T03,Por,0,10,48,2024,41,32,16,TBD,"NA, Fus1",NA
LTER2,BR,T03,Por,0,42,42,2024,39.5,26.5,26,TBD,"NA, Fus2",NA
LTER2,BR,T03,Por,0.1,10,30,2024,NA,NA,NA,TBD,"NA, Fus1",NA
LTER2,BR,T03,Por,0.13,35,25,2024,NA,NA,NA,TBD,"NA, Fus2",NA
LTER2,BR,T03,Por,0.5,22,45,2024,9.5,4.2,6.8,TBD,"NA, Growth",NA
LTER2,BR,T03,Por,0.55,90,10,2024,20.5,13,19,TBD,"NA, Growth",NA
LTER2,BR,T03,Por,0.7,40,15,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,BR,T03,Por,0.9,53,65,2024,12.8,6.2,6,TBD,"NA, Growth",NA
LTER2,BR,T03,Por,1,58,60,2024,12,5,5,TBD,"NA, Growth",NA
LTER2,BR,T03,Poc,1.14,15,45,2024,39.5,35.5,23.5,TBD,"NA, Growth",NA
LTER2,BR,T03,Poc,1.35,30,30,2024,20.5,17,16,TBD,"NA, Growth",NA
LTER2,BR,T03,Poc,1.43,5,40,2024,NA,NA,NA,TBD,"COTS, Dead ",NA
LTER2,BR,T03,Acr,1.7,60,44,2024,11,10,11,TBD,"NA, Growth",NA
LTER2,BR,T03,Acr,1.7,60,54,2024,16,6,41.5,TBD,"NA, Growth",NA
LTER2,BR,T03,Poc,2.2,72,35,2024,28.4,21,19.5,TBD,"NA, Growth",NA
LTER2,BR,T03,Poc,2.49,88,30,2024,38,21.5,27,TBD,"NA, Growth",NA
LTER2,BR,T03,Por,2.85,65,13,2024,NA,NA,NA,TBD,"COTS, Dead ",NA
LTER2,BR,T03,Poc,3.05,95,30,2024,NA,NA,NA,TBD,"COTS, Dead ",NA
LTER2,BR,T03,Por,3.65,95,23,2024,NA,NA,NA,TBD,"COTS, Dead ",NA
LTER2,BR,T03,Por,4,15,20,2024,24,20,24,TBD,"NA, Growth",NA
LTER2,BR,T03,Por,4.57,82,31,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER2,BR,T03,Poc,4.75,15,30,2024,34,28,29,TBD,"NA, Fus3",NA
LTER2,BR,T03,Poc,4.78,10,50,2024,NA,NA,NA,TBD,"NA, Fus3",NA
LTER2,BR,T03,Por,4.86,8,25,2024,16.5,14.5,10,TBD,"NA, Growth",NA
LTER2,BR,T03,Por,4.99,50,50,2024,19.2,17,8,TBD,"NA, Growth",NA
LTER2,BR,T03,Por,0.3,90,20,2024,36.5,23,16.5,TBD,"NA, Missing data",NA
LTER2,BR,T03,Por,0.74,10,30,2024,17.5,11.5,11.5,TBD,"NA, Missing data",NA
LTER2,BR,T03,Poc,1.3,70,40,2024,9.2,7,8,TBD,"NA, Missing data",NA
LTER2,BR,T04,Por,0.08,20,82,2024,11,7.5,12,TBD,"NA, Growth",NA
LTER2,BR,T04,Por,0.1,34,76,2024,13,6.5,2,TBD,"NA, Growth",NA
LTER2,BR,T04,Por,0.1,60,57,2024,9.5,7,9.5,TBD,"NA, Growth",NA
LTER2,BR,T04,Por,0.13,73,62,2024,28,20,17,TBD,"NA, Growth",NA
LTER2,BR,T04,Por,0.25,10,80,2024,2.5,2,2,TBD,"NA, Growth",NA
LTER2,BR,T04,Por,0.38,90,60,2024,30,13,32,TBD,"NA, Fus1",NA
LTER2,BR,T04,Por,0.6,35,57,2024,22,14.5,22,TBD,"NA, Growth",NA
LTER2,BR,T04,Por,0.6,79,69,2024,NA,NA,NA,TBD,"NA, Fus1",NA
LTER2,BR,T04,Poc,0.67,14,25,2024,29.5,18,19,TBD,"NA, Growth",NA
LTER2,BR,T04,Por,0.9,100,3,2024,NA,NA,NA,TBD,"COTS, Dead ",NA
LTER2,BR,T04,Por,1.35,91,26,2024,NA,NA,NA,TBD,"COTS, Dead ",NA
LTER2,BR,T04,Por,1.7,50,0,2024,NA,NA,NA,TBD,"COTS, Dead ",NA
LTER2,BR,T04,Por,2.2,43,22,2024,NA,NA,NA,TBD,"COTS, Dead ",NA
LTER2,BR,T04,Por,2.35,95,15,2024,NA,NA,NA,TBD,"COTS, Dead ",NA
LTER2,BR,T04,Por,2.6,21,12,2024,NA,NA,NA,TBD,"COTS, Dead ",NA
LTER2,BR,T04,Por,3.05,50,40,2024,NA,NA,NA,TBD,"COTS, Dead ",NA
LTER2,BR,T04,Por,3.2,67,20,2024,NA,NA,NA,TBD,"COTS, Dead ",NA
LTER2,BR,T04,Acr,3.1,100,80,2024,6,4,3,TBD,"NA, Growth",NA
LTER2,BR,T04,Por,3.15,50,85,2024,NA,NA,NA,TBD,"COTS, Dead ",NA
LTER2,BR,T04,Por,3.15,50,8,2024,NA,NA,NA,TBD,"COTS, Dead ",NA
LTER2,BR,T04,Acr,4.05,10,10,2024,NA,NA,NA,TBD,"COTS, Dead ",NA
LTER2,BR,T04,Por,4.14,28,20,2024,NA,NA,NA,TBD,"COTS, Dead ",NA
LTER2,BR,T04,Por,4.14,30,18,2024,NA,NA,NA,TBD,"COTS, Dead ",NA
LTER2,BR,T04,Por,4.3,10,10,2024,NA,NA,NA,TBD,"COTS, Dead ",NA
LTER2,BR,T04,Por,4.38,21,50,2024,3.5,2.5,4,TBD,"NA, Growth",NA
LTER2,BR,T04,Por,4.45,40,30,2024,6.5,4,10,TBD,"NA, Growth",NA
LTER2,BR,T04,Poc,4.47,11,66,2024,2,4,1,TBD,"NA, Growth",NA
LTER2,BR,T04,Por,4.5,82,35,2024,NA,NA,NA,TBD,"COTS, Dead ",NA
LTER2,BR,T04,Poc,4.7,10,40,2024,NA,NA,NA,TBD,"COTS, Dead ",NA
LTER2,BR,T04,Por,4.7,17,50,2024,6.5,7.5,6,TBD,"NA, Growth",NA
LTER2,BR,T04,Poc,4.8,50,30,2024,6,6,6,TBD,"NA, Growth",NA
NA,NA,NA,Por,1.3,20,50,2024,4,4,3,TBD,"Recruitment, NA",NA
LTER2,OR,T01,Acr,0.05,35,20,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T01,Mil,0.14,60,22,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T01,Acr,0.15,68,1,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T01,Poc,0.23,38,24,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T01,Acr,0.25,68,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T01,Poc,0.28,58,6,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T01,Poc,0.37,13,25,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T01,Mil,0.55,22,16,2024,NA,NA,NA,TBD,"NA, Fis1",NA
LTER2,OR,T01,Por,0.65,100,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T01,Poc,0.71,21,10,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T01,Por,0.82,40,26,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T01,Poc,0.83,20,15,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T01,Poc,0.92,72,6,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T01,Poc,1,88,10,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T01,Acr,1.1,67,4,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T01,Por,1.9,50,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T01,Mil,2.3,29,12,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T01,Mil,2.38,44,20,2024,12.2,5.6,10.9,TBD,"NA, Growth",NA
LTER2,OR,T01,Por,2.5,100,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T01,Mil,2.8,47,10,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T01,Por,4.88,93,10,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T01,Mil,0.97,12,23,2024,16.1,10.2,14.2,TBD,"NA, Fis1",NA
LTER2,OR,T01,Mil,0.93,24,26,2024,2.7,1.1,2.2,TBD,"NA, Fis1",NA
LTER2,OR,T02,Acr,0,20,30,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T02,Poc,0,60,30,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T02,Poc,0.06,16,12,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T02,Poc,0.08,99,15,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T02,Poc,0.29,61,12,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T02,Poc,0.55,35,10,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T02,Acr,0.72,80,3,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T02,Poc,0.95,75,12,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T02,Poc,2.29,77,10,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T02,Poc,3.75,75,10,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T02,Acr,5,60,30,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T03,Poc,0.2,17,9,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T03,Poc,0.18,44,7,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T03,Poc,0.23,73,13,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T03,Poc,0.53,5,13,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T03,Poc,0.56,28,10,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T03,Poc,0.56,60,9,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T03,Acr,1.8,12,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T03,Acr,1.96,45,18,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T03,Acr,3.57,61,24,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T03,Poc,0.3,88,17,2024,4.5,6.5,2.5,TBD,"NA, Missing data",NA
LTER2,OR,T03,Por,3.9,40,5,2024,1.5,1,2,TBD,"NA, Recruitment",NA
LTER2,OR,T04,Poc,0.03,99,19,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T04,Poc,0.7,20,10,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T04,Poc,0.8,100,17,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T04,Poc,0.9,97,9,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T04,Por,1.13,90,5,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T04,Poc,2.22,30,10,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T04,Poc,2.42,42,10,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T04,Poc,2.6,50,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T04,Poc,2.64,74,10,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T04,Por,3.25,3,0,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T04,Poc,4,50,10,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T04,Por,4.75,45,20,2024,NA,NA,NA,TBD,"NA, Dead",NA
LTER2,OR,T04,Por,0.8,44,5,2024,1.6,1.2,1,TBD,"NA, Recruitment",NA
LTER4,BR,P01,Acr,0.1,1,25,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P01,Poc,0.15,5,60,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P01,Poc,0.4,98,55,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P01,Poc,0.4,100,12,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P01,Poc,0.5,60,10,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P01,Por,0.6,8,5,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P01,Poc,0.8,40,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P01,Acr,1.15,15,43,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P01,Acr,1.2,10,25,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P01,Acr,1.2,13,35,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P01,Poc,1.2,100,5,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P01,Acr,1.27,27,45,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P01,Acr,1.3,28,50,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P01,Acr,1.3,30,110,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P01,Poc,1.5,60,90,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P01,Acr,1.55,10,60,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P01,Poc,1.55,14,60,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P01,Por,1.7,75,60,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P01,Mil,1.78,67,105,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P01,Acr,1.83,30,11,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P01,Poc,2.15,70,75,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P01,Poc,2.63,78,16,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P01,Acr,3.05,30,1,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P01,Poc,3.05,40,5,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P01,Poc,3.25,28,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P01,Poc,3.6,5,20,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P01,Acr,3.98,41,5,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P01,Poc,4,37,2,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P01,Poc,4,80,6,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P01,Por,4.5,85,85,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P01,Poc,4.68,43,44,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P01,Poc,4.7,64,70,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P01,Poc,5.48,97,66,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P01,Por,5.5,20,70,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P01,Acr,5.8,45,50,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P01,Por,6,0,40,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P01,Poc,6.16,50,20,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P01,Poc,6.6,60,20,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P01,Por,9.2,90,10,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P01,Poc,9.25,73,30,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P01,Acr,9.4,24,24,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P01,Poc,9.5,74,61,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P01,Por,9.73,75,30,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P01,Acr,9.9,10,30,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P01,Acr,9.9,75,50,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P02,Poc,0.65,7,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P02,Acr,0.65,17,75,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P02,Acr,0.72,30,50,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P02,Poc,1,40,50,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P02,Poc,1.4,5,40,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P02,Por,2,12,50,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P02,Poc,2.3,26,45,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P02,Poc,2.55,50,40,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P02,Acr,3.2,73,8,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P02,Acr,4.55,85,60,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P02,Acr,4.55,90,60,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P02,Poc,4.95,78,65,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P02,Poc,5.03,28,65,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P02,Poc,5.05,90,50,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P02,Acr,5.1,70,60,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P02,Poc,5.2,50,60,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P02,Poc,5.2,95,40,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P02,Poc,5.27,27,80,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P02,Acr,5.4,2.4,80,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P02,Acr,5.4,18,10,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P02,Por,5.9,10,40,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P02,Poc,6.85,23,45,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P02,Acr,6.95,50,5,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P02,Acr,7.2,20,40,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P03,Poc,0.6,50,5,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P03,Por,1.9,70,20,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P03,Poc,2.5,35,1,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P03,Acr,3.05,55,25,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P03,Por,3.1,75,30,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P03,Acr,3.6,70,5,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P03,Poc,3.75,65,30,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P03,Poc,3.8,80,16,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P03,Poc,3.85,55,10,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P03,Poc,4.69,45,10,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P03,Poc,4.7,25,70,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P03,Poc,4.75,16,75,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P03,Poc,4.75,30,80,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P03,Acr,4.8,40,10,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P03,Poc,4.95,55,60,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P03,Por,6,70,45,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P03,Acr,6.4,50,30,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P03,Acr,7,10,55,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P03,Acr,7.15,60,45,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P03,Acr,7.35,70,45,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P04,Por,0.1,100,40,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P04,Por,0.2,50,50,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P04,Acr,0.3,25,20,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P04,Acr,0.35,80,20,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P04,Por,2.1,50,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P04,Por,3.3,10,20,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P04,Por,6,50,10,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P04,Acr,6.1,1,40,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P04,Por,9.9,100,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P04,Acr,10,90,1.5,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P05,Acr,0.9,60,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P05,Por,1.5,28,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P05,Poc,1.5,50,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P05,Poc,1.5,51,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P05,Poc,1.5,52,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P05,Poc,1.5,53,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P05,Poc,1.5,54,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P05,Poc,1.5,55,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P05,Poc,1.5,56,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P05,Acr,1.5,57,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P05,Poc,2.8,20,20,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P05,Acr,2.85,40,30,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P05,Acr,2.9,45,30,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P05,Acr,3.7,50,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P05,Acr,4.3,58,66,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P05,Acr,4.34,59,62,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P05,Acr,4.35,60,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P05,Acr,4.39,57,65,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P05,Acr,4.4,80,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P05,Acr,5.5,50,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Poc,0,50,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Acr,0.15,45,20,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Por,0.25,50,0,2024,NA,Unsampled,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Acr,0.4,70,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Por,0.42,80,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Por,0.7,0,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Por,1.15,70,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Por,1.15,71,0,2024,NA,NA,NA,TBD,"NA, NA",NA
LTER4,BR,P06,Por,1.15,72,0,2024,NA,NA,NA,TBD,"NA, NA",NA
